0,0
0.002501251,-0.178108795
0.005002501,-0.352253575
0.007503752,-0.522432752
0.010005003,-0.68864564
0.012506253,-0.85089245
0.015007504,-1.009174281
0.017508754,-1.163493108
0.020010005,-1.313851777
0.022511256,-1.460253995
0.025012506,-1.60270432
0.027513757,-1.741208153
0.030015008,-1.87577173
0.032516258,-2.006402109
0.035017509,-2.133107164
0.037518759,-2.255895576
0.04002001,-2.374776819
0.042521261,-2.489761156
0.045022511,-2.600859625
0.047523762,-2.708084031
0.050025013,-2.811446936
0.052526263,-2.91096165
0.055027514,-3.006642218
0.057528764,-3.098503412
0.060030015,-3.186560723
0.062531266,-3.270830345
0.065032516,-3.35132917
0.067533767,-3.428074775
0.070035018,-3.501085414
0.072536268,-3.570380002
0.075037519,-3.635978112
0.077538769,-3.697899959
0.08004002,-3.756166391
0.082541271,-3.810798879
0.085042521,-3.861819506
0.087543772,-3.909250954
0.090045023,-3.953116499
0.092546273,-3.993439993
0.095047524,-4.030245858
0.097548774,-4.063559073
0.100050025,-4.093405166
0.102551276,-4.119810198
0.105052526,-4.142800758
0.107553777,-4.162403948
0.110055028,-4.178647372
0.112556278,-4.191559129
0.115057529,-4.201167797
0.117558779,-4.207502426
0.12006003,-4.210592524
0.122561281,-4.21046805
0.125062531,-4.207159396
0.127563782,-4.200697387
0.130065033,-4.191113258
0.132566283,-4.178438651
0.135067534,-4.162705603
0.137568784,-4.143946532
0.140070035,-4.122194229
0.142571286,-4.097481846
0.145072536,-4.069842886
0.147573787,-4.039311189
0.150075038,-4.005920927
0.152576288,-3.969706588
0.155077539,-3.930702969
0.157578789,-3.888945161
0.16008004,-3.844468542
0.162581291,-3.797308766
0.165082541,-3.747501752
0.167583792,-3.69508367
0.170085043,-3.640090937
0.172586293,-3.582560202
0.175087544,-3.522528336
0.177588794,-3.460032423
0.180090045,-3.395109748
0.182591296,-3.32779779
0.185092546,-3.258134208
0.187593797,-3.186156832
0.190095048,-3.111903653
0.192596298,-3.035412815
0.195097549,-2.956722603
0.197598799,-2.875871431
0.20010005,-2.792897837
0.202601301,-2.70784047
0.205102551,-2.620738081
0.207603802,-2.531629512
0.210105053,-2.440553689
0.212606303,-2.347549612
0.215107554,-2.252656344
0.217608804,-2.155913002
0.220110055,-2.057358749
0.222611306,-1.957032783
0.225112556,-1.854974329
0.227613807,-1.751222632
0.230115058,-1.645816942
0.232616308,-1.538796512
0.235117559,-1.430200586
0.237618809,-1.320068387
0.24012006,-1.208439117
0.242621311,-1.09535194
0.245122561,-0.980845976
0.247623812,-0.864960297
0.250125063,-0.747733912
0.252626313,-0.629205764
0.255127564,-0.509414717
0.257628814,-0.388399556
0.260130065,-0.266198968
0.262631316,-0.142851546
0.265132566,-0.018395771
0.267633817,0.107129989
0.270135068,0.233687488
0.272636318,0.361238612
0.275137569,0.489745383
0.277638819,0.619169968
0.28014007,0.749474685
0.282641321,0.880622011
0.285142571,1.01257459
0.287643822,1.145295235
0.290145073,1.278746942
0.292646323,1.412892891
0.295147574,1.547696453
0.297648824,1.6831212
0.300150075,1.819130907
0.302651326,1.955689561
0.305152576,2.092761366
0.307653827,2.230310748
0.310155078,2.368302364
0.312656328,2.506701105
0.315157579,2.645472102
0.317658829,2.784580732
0.32016008,2.923992623
0.322661331,3.063673661
0.325162581,3.203589994
0.327663832,3.343708034
0.330165083,3.483994468
0.332666333,3.624416261
0.335167584,3.764940656
0.337668834,3.905535186
0.340170085,4.046167672
0.342671336,4.186806232
0.345172586,4.327419285
0.347673837,4.467975552
0.350175088,4.608444063
0.352676338,4.74879416
0.355177589,4.888995502
0.357678839,5.029018067
0.36018009,5.168832156
0.362681341,5.3084084
0.365182591,5.447717758
0.367683842,5.586731525
0.370185093,5.725421332
0.372686343,5.863759152
0.375187594,6.0017173
0.377688844,6.139268439
0.380190095,6.276385581
0.382691346,6.41304209
0.385192596,6.549211686
0.387693847,6.684868445
0.390195098,6.819986803
0.392696348,6.95454156
0.395197599,7.088507877
0.397698849,7.221861285
0.4002001,7.354577681
0.402701351,7.486633334
0.405202601,7.618004886
0.407703852,7.74866935
0.410205103,7.878604117
0.412706353,8.007786955
